train	ontonotes/bc/cctv/00/cctv_0001
train	ontonotes/bc/cctv/00/cctv_0002
train	ontonotes/bc/cctv/00/cctv_0003
train	ontonotes/bc/cctv/00/cctv_0004
train	ontonotes/bc/cnn/00/cnn_0001
train	ontonotes/bc/cnn/00/cnn_0002
train	ontonotes/bc/cnn/00/cnn_0003
train	ontonotes/bc/cnn/00/cnn_0004
train	ontonotes/bc/cnn/00/cnn_0005
train	ontonotes/bc/cnn/00/cnn_0006
train	ontonotes/bc/cnn/00/cnn_0007
train	ontonotes/bc/msnbc/00/msnbc_0001
train	ontonotes/bc/msnbc/00/msnbc_0002
train	ontonotes/bc/msnbc/00/msnbc_0003
train	ontonotes/bc/msnbc/00/msnbc_0004
train	ontonotes/bc/msnbc/00/msnbc_0005
train	ontonotes/bc/msnbc/00/msnbc_0006
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0001
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0002
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0003
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0004
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0005
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0006
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0007
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0008
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0011
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0012
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0013
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0014
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0015
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0016
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0017
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0018
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0021
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0022
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0023
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0024
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0025
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0026
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0027
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0028
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0031
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0032
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0033
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0034
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0035
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0036
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0037
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0038
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0041
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0042
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0043
train	ontonotes/bc/p2.5_a2e/00/p2.5_a2e_0044
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0001
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0002
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0003
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0004
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0005
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0006
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0007
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0008
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0011
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0012
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0013
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0014
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0015
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0016
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0017
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0018
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0021
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0022
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0023
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0024
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0025
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0026
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0027
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0028
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0031
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0032
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0033
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0034
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0035
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0036
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0037
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0038
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0041
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0042
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0043
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0044
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0045
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0046
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0047
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0048
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0051
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0052
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0053
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0054
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0055
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0056
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0057
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0058
train	ontonotes/bc/p2.5_c2e/00/p2.5_c2e_0061
train	ontonotes/bc/phoenix/00/phoenix_0001
train	ontonotes/bc/phoenix/00/phoenix_0002
train	ontonotes/bn/abc/00/abc_0001
train	ontonotes/bn/abc/00/abc_0002
train	ontonotes/bn/abc/00/abc_0003
train	ontonotes/bn/abc/00/abc_0004
train	ontonotes/bn/abc/00/abc_0005
train	ontonotes/bn/abc/00/abc_0006
train	ontonotes/bn/abc/00/abc_0007
train	ontonotes/bn/abc/00/abc_0008
train	ontonotes/bn/abc/00/abc_0011
train	ontonotes/bn/abc/00/abc_0012
train	ontonotes/bn/abc/00/abc_0013
train	ontonotes/bn/abc/00/abc_0014
train	ontonotes/bn/abc/00/abc_0015
train	ontonotes/bn/abc/00/abc_0016
train	ontonotes/bn/abc/00/abc_0017
train	ontonotes/bn/abc/00/abc_0018
train	ontonotes/bn/abc/00/abc_0021
train	ontonotes/bn/abc/00/abc_0022
train	ontonotes/bn/abc/00/abc_0023
train	ontonotes/bn/abc/00/abc_0024
train	ontonotes/bn/abc/00/abc_0025
train	ontonotes/bn/abc/00/abc_0026
train	ontonotes/bn/abc/00/abc_0027
train	ontonotes/bn/abc/00/abc_0028
train	ontonotes/bn/abc/00/abc_0031
train	ontonotes/bn/abc/00/abc_0032
train	ontonotes/bn/abc/00/abc_0033
train	ontonotes/bn/abc/00/abc_0034
train	ontonotes/bn/abc/00/abc_0035
train	ontonotes/bn/abc/00/abc_0036
train	ontonotes/bn/abc/00/abc_0037
train	ontonotes/bn/abc/00/abc_0038
train	ontonotes/bn/abc/00/abc_0041
train	ontonotes/bn/abc/00/abc_0042
train	ontonotes/bn/abc/00/abc_0043
train	ontonotes/bn/abc/00/abc_0044
train	ontonotes/bn/abc/00/abc_0045
train	ontonotes/bn/abc/00/abc_0046
train	ontonotes/bn/abc/00/abc_0047
train	ontonotes/bn/abc/00/abc_0048
train	ontonotes/bn/abc/00/abc_0051
train	ontonotes/bn/abc/00/abc_0052
train	ontonotes/bn/abc/00/abc_0053
train	ontonotes/bn/abc/00/abc_0054
train	ontonotes/bn/abc/00/abc_0055
train	ontonotes/bn/abc/00/abc_0056
train	ontonotes/bn/abc/00/abc_0057
train	ontonotes/bn/abc/00/abc_0058
train	ontonotes/bn/abc/00/abc_0061
train	ontonotes/bn/abc/00/abc_0062
train	ontonotes/bn/abc/00/abc_0063
train	ontonotes/bn/abc/00/abc_0064
train	ontonotes/bn/abc/00/abc_0065
train	ontonotes/bn/abc/00/abc_0066
train	ontonotes/bn/abc/00/abc_0067
train	ontonotes/bn/abc/00/abc_0068
train	ontonotes/bn/cnn/00/cnn_0001
